,entity,country,period_start_date,payment_category,count,amount_reported_cad
361,Arc Resources Ltd.,Canada,1/1/18,Taxes,19,37290000.0
362,Arc Resources Ltd.,Canada,1/1/19,Bonuses,1,680000.0
363,Arc Resources Ltd.,Canada,1/1/19,Fees,11,25500000.0
364,Arc Resources Ltd.,Canada,1/1/19,Royalties,8,126320000.0
365,Arc Resources Ltd.,Canada,1/1/19,Taxes,11,33310000.0
366,Arcelormittal Canada Holdings Inc.,Canada,1/1/17,Fees,3,3116640.0
367,Arcelormittal Canada Holdings Inc.,Canada,1/1/17,Royalties,2,7064384.0
368,Arcelormittal Canada Holdings Inc.,Canada,1/1/17,Taxes,5,840843500.0
369,Arcelormittal Canada Holdings Inc.,Canada,1/1/18,Fees,3,3080000.0
370,Arcelormittal Canada Holdings Inc.,Canada,1/1/18,Royalties,2,17140000.0
371,Arcelormittal Canada Holdings Inc.,Canada,1/1/18,Taxes,5,810320000.0
372,Arcelormittal Canada Holdings Inc.,Canada,1/1/19,Fees,4,4260000.0
373,Arcelormittal Canada Holdings Inc.,Canada,1/1/19,Royalties,2,17220000.0
374,Arcelormittal Canada Holdings Inc.,Canada,1/1/19,Taxes,5,525960000.0
375,Arena Minerals Inc.,Chile,1/1/16,Fees,2,26110.0
376,Arena Minerals Inc.,Chile,1/1/16,Taxes,4,712236.0
377,Arena Minerals Inc.,Chile,1/1/17,Fees,1,34558.0
378,Arena Minerals Inc.,Chile,1/1/17,Royalties,1,34558.0
379,Arena Minerals Inc.,Chile,1/1/17,Taxes,3,578468.0
380,Arena Minerals Inc.,Chile,1/1/18,Fees,2,80026.0
381,Arena Minerals Inc.,Chile,1/1/18,Taxes,2,6618.0
382,Argonaut Gold Inc.,Canada,1/1/17,Fees,2,380000.0
383,Argonaut Gold Inc.,Canada,1/1/18,Bonuses,2,600000.0
384,Argonaut Gold Inc.,Canada,1/1/18,Fees,3,740000.0
385,Argonaut Gold Inc.,Canada,1/1/19,Bonuses,2,500000.0
386,Argonaut Gold Inc.,Canada,1/1/19,Fees,4,1360000.0
387,Argonaut Gold Inc.,Mexico,1/1/16,Fees,6,3760000.0
388,Argonaut Gold Inc.,Mexico,1/1/16,Royalties,3,1780000.0
389,Argonaut Gold Inc.,Mexico,1/1/16,Taxes,3,7420000.0
390,Argonaut Gold Inc.,Mexico,1/1/17,Fees,5,1300000.0
391,Argonaut Gold Inc.,Mexico,1/1/17,Royalties,3,1880000.0
392,Argonaut Gold Inc.,Mexico,1/1/17,Taxes,4,8220000.0
393,Argonaut Gold Inc.,Mexico,1/1/18,Fees,6,2700000.0
394,Argonaut Gold Inc.,Mexico,1/1/18,Royalties,3,1980000.0
395,Argonaut Gold Inc.,Mexico,1/1/18,Taxes,4,2820000.0
396,Argonaut Gold Inc.,Mexico,1/1/19,Fees,5,2960000.0
397,Argonaut Gold Inc.,Mexico,1/1/19,Royalties,3,2620000.0
398,Argonaut Gold Inc.,Mexico,1/1/19,Taxes,4,7760000.0
399,Argonaut Gold Inc.,United States,1/1/17,Taxes,2,200000.0
400,Arizona Mining Inc.,United States,1/1/16,Fees,2,673700.0
401,Arizona Mining Inc.,United States,1/1/17,Fees,2,441524.0
402,Arizona Mining Inc.,United States,1/1/18,Fees,2,560483.32
403,Arrow Exploration Corp.,Canada,1/1/16,Bonuses,2,420000.0
404,Arrow Exploration Corp.,Canada,1/1/16,Fees,2,40000.0
405,Arrow Exploration Corp.,Canada,1/1/17,Bonuses,2,360000.0
406,Arrow Exploration Corp.,Canada,1/1/17,Fees,2,320000.0
407,Artis Exploration Ltd.,Canada,1/1/18,Bonuses,2,14288000.0
408,Artis Exploration Ltd.,Canada,1/1/18,Fees,5,2330000.0
409,Artis Exploration Ltd.,Canada,1/1/18,Royalties,2,5142000.0
410,Artis Exploration Ltd.,Canada,1/1/18,Taxes,3,1220000.0
411,Artis Exploration Ltd.,Canada,1/1/19,Bonuses,2,6110000.0
412,Artis Exploration Ltd.,Canada,1/1/19,Fees,6,2850000.0
413,Artis Exploration Ltd.,Canada,1/1/19,Royalties,2,10914000.0
414,Artis Exploration Ltd.,Canada,1/1/19,Taxes,2,1534000.0
415,Ascendant Resources Inc.,Honduras,1/1/17,Taxes,4,5791384.6
416,Ascendant Resources Inc.,Honduras,1/1/18,Taxes,3,7952247.98
417,Ascendant Resources Inc.,Honduras,1/1/19,Taxes,3,2128673.9
418,Ascot Resources Ltd.,Canada,1/1/19,Fees,2,550000.0
419,Aspenleaf Energy Limited,Canada,1/1/16,Fees,3,1080000.0
420,Aspenleaf Energy Limited,Canada,1/1/16,Royalties,2,16240000.0
421,Aspenleaf Energy Limited,Canada,1/1/16,Taxes,2,2980000.0
422,Aspenleaf Energy Limited,Canada,1/1/17,Fees,3,1380000.0
423,Aspenleaf Energy Limited,Canada,1/1/17,Royalties,2,26240000.0
424,Aspenleaf Energy Limited,Canada,1/1/17,Taxes,2,2960000.0
425,Aspenleaf Energy Limited,Canada,1/1/18,Fees,3,1860000.0
426,Aspenleaf Energy Limited,Canada,1/1/18,Royalties,2,37200000.0
427,Aspenleaf Energy Limited,Canada,1/1/18,Taxes,2,3080000.0
428,Aspenleaf Energy Limited,Canada,1/1/19,Fees,4,1840000.0
429,Aspenleaf Energy Limited,Canada,1/1/19,Royalties,2,31980000.0
430,Aspenleaf Energy Limited,Canada,1/1/19,Taxes,2,3400000.0
431,Astra Oil Corp.,Canada,1/1/18,Royalties,2,6900000.0
432,Astra Oil Corp.,Canada,1/1/18,Taxes,2,2160000.0
433,Astra Oil Corp.,Canada,1/1/19,Fees,2,360000.0
434,Astra Oil Corp.,Canada,1/1/19,Royalties,2,7580000.0
435,Astra Oil Corp.,Canada,1/1/19,Taxes,4,2320000.0
436,Atco Ltd.,Canada,1/1/16,Fees,5,1060000.0
437,Atco Ltd.,Canada,1/1/16,Royalties,5,1980000.0
438,Atco Ltd.,Canada,1/1/16,Taxes,4,1280000.0
439,Atco Ltd.,Canada,1/1/17,Fees,5,900000.0
440,Atco Ltd.,Canada,1/1/17,Royalties,5,1720000.0
441,Atco Ltd.,Canada,1/1/17,Taxes,6,2300000.0
442,Atco Ltd.,Canada,1/1/18,Fees,4,962000.0
443,Atco Ltd.,Canada,1/1/18,Royalties,4,1240000.0
444,Atco Ltd.,Canada,1/1/18,Taxes,7,2510000.0
445,Atco Ltd.,Canada,1/1/19,Fees,6,1554000.0
446,Atco Ltd.,Canada,1/1/19,Royalties,4,1174000.0
447,Atco Ltd.,Canada,1/1/19,Taxes,4,2080000.0
448,Athabasca Minerals Inc.,Canada,1/1/16,Royalties,4,7680000.0
449,Athabasca Minerals Inc.,Canada,1/1/17,Royalties,4,6045614.0
450,Athabasca Minerals Inc.,Canada,1/1/18,Royalties,4,1945632.0
451,Athabasca Minerals Inc.,Canada,1/1/19,Royalties,8,1253601.92
452,Athabasca Oil Corporation,Canada,1/1/16,Bonuses,2,840000.0
453,Athabasca Oil Corporation,Canada,1/1/16,Fees,6,7200000.0
454,Athabasca Oil Corporation,Canada,1/1/16,Royalties,3,2860000.0
455,Athabasca Oil Corporation,Canada,1/1/16,Taxes,6,11940000.0
456,Athabasca Oil Corporation,Canada,1/1/17,Bonuses,2,240000.0
457,Athabasca Oil Corporation,Canada,1/1/17,Fees,5,9060000.0
458,Athabasca Oil Corporation,Canada,1/1/17,Royalties,4,24320000.0
459,Athabasca Oil Corporation,Canada,1/1/17,Taxes,9,26360000.0
460,Athabasca Oil Corporation,Canada,1/1/18,Bonuses,2,1000000.0
461,Athabasca Oil Corporation,Canada,1/1/18,Fees,6,12400000.0
462,Athabasca Oil Corporation,Canada,1/1/18,Royalties,4,49640000.0
463,Athabasca Oil Corporation,Canada,1/1/18,Taxes,10,48800000.0
464,Athabasca Oil Corporation,Canada,1/1/19,Bonuses,2,13860000.0
465,Athabasca Oil Corporation,Canada,1/1/19,Fees,7,12660000.0
466,Athabasca Oil Corporation,Canada,1/1/19,Royalties,4,32200000.0
467,Athabasca Oil Corporation,Canada,1/1/19,Taxes,9,23240000.0
468,Atico Mining Corporation,Colombia,1/1/16,Fees,4,98282.0
469,Atico Mining Corporation,Colombia,1/1/16,Royalties,2,986498.0
470,Atico Mining Corporation,Colombia,1/1/16,Taxes,2,6823710.0
471,Atico Mining Corporation,Colombia,1/1/17,Fees,3,274688.0
472,Atico Mining Corporation,Colombia,1/1/17,Royalties,2,1175500.0
473,Atico Mining Corporation,Colombia,1/1/17,Taxes,2,8071198.0
474,Atico Mining Corporation,Colombia,1/1/18,Fees,1,280000.0
475,Atico Mining Corporation,Colombia,1/1/18,Royalties,2,940000.0
476,Atico Mining Corporation,Colombia,1/1/18,Taxes,1,4020000.0
477,Atlantic Mining Ns Inc.,Canada,1/1/16,Fees,4,7766872.64
478,Atlantic Mining Ns Inc.,Canada,1/1/16,Infrastructure Improvement Payments,3,2002890.68
479,Atlantic Mining Ns Inc.,Canada,1/1/17,Fees,5,4874570.0
480,Atlantic Mining Ns Inc.,Canada,1/1/17,Infrastructure Improvement Payments,4,1377588.0
481,Atlantic Mining Ns Inc.,Canada,1/1/18,Fees,3,3964802.0
482,Atlantic Mining Ns Inc.,Canada,1/1/18,Royalties,3,5130296.0
483,Atlantic Mining Ns Inc.,Canada,1/1/19,Fees,5,1527893.1
484,Atlantic Mining Ns Inc.,Canada,1/1/19,Royalties,2,2667561.66
485,Aura Minerals Inc.,Brazil,1/1/16,Fees,3,260000.0
486,Aura Minerals Inc.,Brazil,1/1/16,Taxes,2,2780000.0
487,Aura Minerals Inc.,Brazil,1/1/17,Bonuses,2,762838.0
488,Aura Minerals Inc.,Brazil,1/1/17,Fees,8,470245.0
489,Aura Minerals Inc.,Brazil,1/1/17,Taxes,3,6222968.0
490,Aura Minerals Inc.,Brazil,1/1/18,Fees,9,521248.64
491,Aura Minerals Inc.,Brazil,1/1/18,Taxes,3,15205910.26
492,Aura Minerals Inc.,Brazil,1/1/19,Fees,8,298294.94
493,Aura Minerals Inc.,Brazil,1/1/19,Taxes,3,7508007.71
494,Aura Minerals Inc.,Honduras,1/1/16,Fees,2,480000.0
495,Aura Minerals Inc.,Honduras,1/1/16,Taxes,5,23940000.0
496,Aura Minerals Inc.,Honduras,1/1/17,Fees,2,328968.0
497,Aura Minerals Inc.,Honduras,1/1/17,Royalties,4,9788604.0
498,Aura Minerals Inc.,Honduras,1/1/17,Taxes,3,22514221.0
499,Aura Minerals Inc.,Honduras,1/1/18,Fees,2,405882.34
500,Aura Minerals Inc.,Honduras,1/1/18,Royalties,3,8076979.58
501,Aura Minerals Inc.,Honduras,1/1/18,Taxes,3,23235555.4
502,Aura Minerals Inc.,Honduras,1/1/19,Royalties,2,2796201.96
503,Aura Minerals Inc.,Honduras,1/1/19,Taxes,4,7242416.0
504,Aura Minerals Inc.,Mexico,1/1/18,Taxes,9,2288243.01
505,Aura Minerals Inc.,Mexico,1/1/19,Taxes,15,6343294.28
506,Aurania Resources Ltd.,Ecuador,1/1/17,Fees,2,5172883.3
507,Aurania Resources Ltd.,Ecuador,1/1/17,Taxes,2,357588.48
508,Aurania Resources Ltd.,Ecuador,1/1/18,Fees,2,5252898.0
509,Aurania Resources Ltd.,Ecuador,1/1/19,Fees,2,5402695.06
510,Aurcana Corporation,United States,1/1/16,Taxes,2,1839334.1
511,Aurcana Corporation,United States,1/1/17,Taxes,2,233748.0
512,Aurcana Corporation,United States,1/1/18,Taxes,2,318240.0
513,Aurcana Corporation,United States,1/1/19,Taxes,4,545580.0
514,Aurico Metals Inc.,Australia,1/1/16,Taxes,3,2840238.0
515,Aurico Metals Inc.,Canada,1/1/16,Taxes,2,561070.0
516,Aurico Metals Inc.,Canada,1/1/17,Fees,5,1360000.0
517,Aurico Metals Inc.,Canada,1/1/17,Taxes,2,560000.0
518,Aurion Resources Limited,Finland,1/1/16,Fees,9,79005.16
519,Aurion Resources Limited,Finland,1/1/17,Fees,14,313804.0
520,Aurion Resources Limited,Finland,1/1/18,Fees,11,149672.0
521,Aurion Resources Limited,Sweden,1/1/17,Fees,5,394402.0
522,Aurion Resources Limited,United States,1/1/17,Fees,3,143576.0
523,Aurion Resources Limited,United States,1/1/18,Fees,3,147892.0
524,Austral Gold Limited,Argentina,1/1/18,Royalties,2,1700000.0
525,Austral Gold Limited,Argentina,1/1/18,Taxes,3,3900000.0
526,Austral Gold Limited,Argentina,1/1/19,Royalties,2,1400000.0
527,Austral Gold Limited,Argentina,1/1/19,Taxes,3,1600000.0
528,Austral Gold Limited,Argentina,7/1/16,Royalties,2,3260000.0
529,Austral Gold Limited,Argentina,7/1/16,Taxes,3,20260000.0
530,Austral Gold Limited,Argentina,7/1/17,Royalties,2,3180000.0
531,Austral Gold Limited,Argentina,7/1/17,Taxes,2,7400000.0
532,Austral Gold Limited,Chile,1/1/18,Royalties,2,4600000.0
533,Austral Gold Limited,Chile,1/1/18,Taxes,3,8740000.0
534,Austral Gold Limited,Chile,1/1/19,Royalties,2,2400000.0
535,Austral Gold Limited,Chile,1/1/19,Taxes,3,10540000.0
536,Austral Gold Limited,Chile,7/1/16,Fees,1,3020000.0
537,Austral Gold Limited,Chile,7/1/16,Royalties,1,3020000.0
538,Austral Gold Limited,Chile,7/1/16,Taxes,4,16770000.0
539,Austral Gold Limited,Chile,7/1/17,Royalties,2,1580000.0
540,Austral Gold Limited,Chile,7/1/17,Taxes,3,2000000.0
541,Avidian Gold Corp.,United States,7/1/19,Fees,5,248387.5
542,Avino Silver & Gold Mines Ltd.,Canada,1/1/17,Fees,5,174000.0
543,Avino Silver & Gold Mines Ltd.,Canada,1/1/17,Taxes,3,72000.0
544,Avino Silver & Gold Mines Ltd.,Mexico,1/1/16,Fees,4,780000.0
545,Avino Silver & Gold Mines Ltd.,Mexico,1/1/16,Royalties,3,260000.0
546,Avino Silver & Gold Mines Ltd.,Mexico,1/1/16,Taxes,4,5540000.0
547,Avino Silver & Gold Mines Ltd.,Mexico,1/1/17,Fees,4,1128000.0
548,Avino Silver & Gold Mines Ltd.,Mexico,1/1/17,Royalties,3,356000.0
549,Avino Silver & Gold Mines Ltd.,Mexico,1/1/17,Taxes,4,10140000.0
550,Avino Silver & Gold Mines Ltd.,Mexico,1/1/18,Fees,5,890000.0
551,Avino Silver & Gold Mines Ltd.,Mexico,1/1/18,Royalties,3,336000.0
552,Avino Silver & Gold Mines Ltd.,Mexico,1/1/18,Taxes,4,8022000.0
553,Avino Silver & Gold Mines Ltd.,Mexico,1/1/19,Fees,5,1070000.0
554,Avino Silver & Gold Mines Ltd.,Mexico,1/1/19,Royalties,3,58000.0
555,Avino Silver & Gold Mines Ltd.,Mexico,1/1/19,Taxes,4,6632000.0
556,Avnel Gold Mining Limited,Mali,1/1/16,Fees,2,350324.0
557,Avnel Gold Mining Limited,Mali,1/1/16,Royalties,2,970128.0
558,Avnel Gold Mining Limited,Mali,1/1/16,Taxes,2,6009404.0
559,Avrupa Minerals Ltd.,Portugal,1/1/16,Fees,7,431267.74
560,Avrupa Minerals Ltd.,Portugal,1/1/19,Fees,4,256266.0
561,Aya Gold & Silver Inc.,Morocco,1/1/16,Royalties,2,663834.0
562,Aya Gold & Silver Inc.,Morocco,1/1/17,Royalties,2,661538.0
563,Aya Gold & Silver Inc.,Morocco,1/1/18,Royalties,2,358482.0
564,Aya Gold & Silver Inc.,Morocco,1/1/19,Royalties,2,347780.0
565,Aya Gold & Silver Inc.,Morocco,1/1/19,Taxes,2,211844.0
566,Azarga Metals Corp.,Russia,10/1/15,Fees,2,47706.0
567,Azarga Metals Corp.,Russia,10/1/16,Fees,2,79736.0
568,Azarga Metals Corp.,Russia,10/1/17,Fees,2,117646.74
569,Azarga Uranium Corp.,United States,1/1/16,Fees,6,783090.01
570,Azarga Uranium Corp.,United States,1/1/17,Fees,4,337752.88
571,Azarga Uranium Corp.,United States,1/1/18,Fees,11,1149744.48
572,Azarga Uranium Corp.,United States,1/1/19,Fees,11,1066720.51
573,Azimut Exploration Inc.,Canada,9/1/15,Fees,10,569443.96
574,Azimut Exploration Inc.,Canada,9/1/16,Fees,26,822755.76
575,Azimut Exploration Inc.,Canada,9/1/17,Fees,18,1224211.26
576,Azimut Exploration Inc.,Canada,9/1/18,Fees,25,1483834.4
577,Azimut Exploration Inc.,Canada,9/1/19,Fees,12,621964.0
578,Azucar Minerals Ltd.,Azerbaijan,1/1/19,Bonuses,3,900600000.0
579,Azucar Minerals Ltd.,Azerbaijan,1/1/19,Fees,3,5500000.0
580,Azucar Minerals Ltd.,Azerbaijan,1/1/19,Production Entitlements,5,18831800000.0
581,Azucar Minerals Ltd.,Azerbaijan,1/1/19,Taxes,1,159700000.0
582,Azucar Minerals Ltd.,Brazil,1/1/19,Bonuses,3,451600000.0
583,Azucar Minerals Ltd.,Brazil,1/1/19,Fees,3,18600000.0
584,Azucar Minerals Ltd.,Brazil,1/1/19,Taxes,2,4200000.0
585,Azucar Minerals Ltd.,Canada,1/1/19,Fees,7,3300000.0
586,Azucar Minerals Ltd.,Canada,1/1/19,Taxes,2,33600000.0
587,Azucar Minerals Ltd.,Egypt,1/1/19,Bonuses,2,2000000.0
588,Azucar Minerals Ltd.,Egypt,1/1/19,Fees,5,9200000.0
589,Azucar Minerals Ltd.,Egypt,1/1/19,Taxes,15,946000000.0
590,Azucar Minerals Ltd.,Gambia,1/1/19,Bonuses,2,20200000.0
591,Azucar Minerals Ltd.,Gambia,1/1/19,Fees,2,600000.0
592,Azucar Minerals Ltd.,India,1/1/19,Production Entitlements,2,400000.0
593,Azucar Minerals Ltd.,Indonesia,1/1/19,Bonuses,2,13000000.0
594,Azucar Minerals Ltd.,Indonesia,1/1/19,Production Entitlements,2,1207000000.0
595,Azucar Minerals Ltd.,Indonesia,1/1/19,Taxes,2,442600000.0
596,Azucar Minerals Ltd.,Iraq,1/1/19,Fees,3,2400000.0
597,Azucar Minerals Ltd.,Iraq,1/1/19,Infrastructure Improvement Payments,2,3800000.0
598,Azucar Minerals Ltd.,Iraq,1/1/19,Taxes,2,224600000.0
599,Azucar Minerals Ltd.,Madagascar,1/1/19,Fees,5,1600000.0
600,Azucar Minerals Ltd.,Mauritania,1/1/19,Bonuses,2,10000000.0
601,Azucar Minerals Ltd.,Mauritania,1/1/19,Fees,6,3700000.0
602,Azucar Minerals Ltd.,Mexico,1/1/16,Fees,8,580000.0
603,Azucar Minerals Ltd.,Mexico,1/1/17,Fees,8,680000.0
604,Azucar Minerals Ltd.,Mexico,1/1/18,Fees,7,360000.0
605,Azucar Minerals Ltd.,Mexico,1/1/19,Fees,6,7360000.0
606,Azucar Minerals Ltd.,Mexico,1/1/19,Taxes,4,9400000.0
607,Azucar Minerals Ltd.,Oman,1/1/19,Fees,2,1200000.0
608,Azucar Minerals Ltd.,Oman,1/1/19,Infrastructure Improvement Payments,1,900000.0
609,Azucar Minerals Ltd.,Oman,1/1/19,Production Entitlements,3,1716400000.0
610,Azucar Minerals Ltd.,Oman,1/1/19,Taxes,2,353200000.0
611,Azucar Minerals Ltd.,Russia,1/1/19,Taxes,4,208600000.0
612,Azucar Minerals Ltd.,Sao Tome And Principe,1/1/19,Fees,3,6900000.0
613,Azucar Minerals Ltd.,Senegal,1/1/19,Fees,3,1800000.0
614,Azucar Minerals Ltd.,Trinidad And Tobago,1/1/19,Fees,2,3000000.0
615,Azucar Minerals Ltd.,Trinidad And Tobago,1/1/19,Taxes,3,684200000.0
616,Azucar Minerals Ltd.,United Arab Emirates,1/1/19,Fees,3,12600000.0
617,Azucar Minerals Ltd.,United Arab Emirates,1/1/19,Taxes,2,6819800000.0
618,Azucar Minerals Ltd.,United Kingdom,1/1/19,Fees,9,15200000.0
619,Azucar Minerals Ltd.,United States,1/1/19,Bonuses,2,64000000.0
620,Azucar Minerals Ltd.,United States,1/1/19,Fees,9,18840000.0
621,Azucar Minerals Ltd.,United States,1/1/19,Production Entitlements,2,48400000.0
622,Azucar Minerals Ltd.,United States,1/1/19,Royalties,23,2166570000.0
623,Azucar Minerals Ltd.,United States,1/1/19,Taxes,15,643960000.0
624,B2gold Corp.,Burkina Faso,1/1/16,Infrastructure Improvement Payments,2,188636.0
625,B2gold Corp.,Burkina Faso,1/1/17,Fees,5,2467340.0
626,B2gold Corp.,Burkina Faso,1/1/17,Infrastructure Improvement Payments,3,259720.0
627,B2gold Corp.,Burkina Faso,1/1/18,Fees,5,2094400.0
628,B2gold Corp.,Burkina Faso,1/1/18,Infrastructure Improvement Payments,3,707200.0
629,B2gold Corp.,Burkina Faso,1/1/19,Fees,3,1948500.0
630,B2gold Corp.,Burkina Faso,1/1/19,Infrastructure Improvement Payments,3,311760.0
631,B2gold Corp.,Colombia,1/1/17,Fees,2,363608.0
632,B2gold Corp.,Colombia,1/1/17,Taxes,3,337636.0
633,B2gold Corp.,Colombia,1/1/18,Fees,1,258400.0
634,B2gold Corp.,Colombia,1/1/18,Taxes,1,108800.0
635,B2gold Corp.,Colombia,1/1/19,Taxes,6,467640.0
636,B2gold Corp.,Mali,1/1/16,Fees,3,6683104.0
637,B2gold Corp.,Mali,1/1/16,Taxes,3,215584.0
638,B2gold Corp.,Mali,1/1/17,Fees,4,13323636.0
639,B2gold Corp.,Mali,1/1/17,Infrastructure Improvement Payments,4,10206996.0
640,B2gold Corp.,Mali,1/1/17,Royalties,4,9739500.0
641,B2gold Corp.,Mali,1/1/17,Taxes,3,1116796.0
642,B2gold Corp.,Mali,1/1/18,Dividends,2,3780800.0
643,B2gold Corp.,Mali,1/1/18,Fees,5,6473600.0
644,B2gold Corp.,Mali,1/1/18,Infrastructure Improvement Payments,4,30028800.0
645,B2gold Corp.,Mali,1/1/18,Royalties,4,100830400.0
646,B2gold Corp.,Mali,1/1/18,Taxes,2,87448000.0
647,B2gold Corp.,Mali,1/1/19,Dividends,3,43152780.0
648,B2gold Corp.,Mali,1/1/19,Fees,7,22966320.0
649,B2gold Corp.,Mali,1/1/19,Infrastructure Improvement Payments,2,8391540.0
650,B2gold Corp.,Mali,1/1/19,Royalties,3,93891720.0
651,B2gold Corp.,Mali,1/1/19,Taxes,2,234755280.0
652,B2gold Corp.,Namibia,1/1/16,Infrastructure Improvement Payments,2,646752.0
653,B2gold Corp.,Namibia,1/1/16,Royalties,2,13474000.0
654,B2gold Corp.,Namibia,1/1/17,Royalties,2,17816792.0
655,B2gold Corp.,Namibia,1/1/18,Royalties,2,20481600.0
656,B2gold Corp.,Namibia,1/1/19,Royalties,2,15588000.0
657,B2gold Corp.,Namibia,1/1/19,Taxes,2,3533280.0
658,B2gold Corp.,Nicaragua,1/1/16,Infrastructure Improvement Payments,4,3988304.0
659,B2gold Corp.,Nicaragua,1/1/16,Royalties,3,18270744.0
660,B2gold Corp.,Nicaragua,1/1/16,Taxes,3,6790896.0
661,B2gold Corp.,Nicaragua,1/1/17,Fees,12,415552.0
662,B2gold Corp.,Nicaragua,1/1/17,Infrastructure Improvement Payments,10,9999220.0
663,B2gold Corp.,Nicaragua,1/1/17,Royalties,3,13323636.0
664,B2gold Corp.,Nicaragua,1/1/17,Taxes,3,11245876.0
665,B2gold Corp.,Nicaragua,1/1/18,Fees,12,707200.0
666,B2gold Corp.,Nicaragua,1/1/18,Infrastructure Improvement Payments,5,3835200.0
667,B2gold Corp.,Nicaragua,1/1/18,Royalties,3,14334400.0
668,B2gold Corp.,Nicaragua,1/1/18,Taxes,3,6120000.0
669,B2gold Corp.,Nicaragua,1/1/19,Fees,8,467640.0
670,B2gold Corp.,Nicaragua,1/1/19,Infrastructure Improvement Payments,2,2598000.0
671,B2gold Corp.,Nicaragua,1/1/19,Royalties,3,11067480.0
672,B2gold Corp.,Nicaragua,1/1/19,Taxes,3,5559720.0
673,B2gold Corp.,Philippines,1/1/16,Fees,6,5308756.0
674,B2gold Corp.,Philippines,1/1/16,Infrastructure Improvement Payments,2,1428244.0
675,B2gold Corp.,Philippines,1/1/16,Royalties,2,10482772.0
676,B2gold Corp.,Philippines,1/1/16,Taxes,5,16546072.0
677,B2gold Corp.,Philippines,1/1/17,Fees,6,5739812.0
678,B2gold Corp.,Philippines,1/1/17,Infrastructure Improvement Payments,2,3064696.0
679,B2gold Corp.,Philippines,1/1/17,Royalties,2,12051008.0
680,B2gold Corp.,Philippines,1/1/17,Taxes,7,20985376.0
681,B2gold Corp.,Philippines,1/1/18,Fees,6,5004800.0
682,B2gold Corp.,Philippines,1/1/18,Infrastructure Improvement Payments,4,1876800.0
683,B2gold Corp.,Philippines,1/1/18,Royalties,2,26520000.0
684,B2gold Corp.,Philippines,1/1/18,Taxes,6,70012800.0
685,B2gold Corp.,Philippines,1/1/19,Fees,5,7248420.0
686,B2gold Corp.,Philippines,1/1/19,Infrastructure Improvement Payments,2,7560180.0
687,B2gold Corp.,Philippines,1/1/19,Royalties,2,30734340.0
688,B2gold Corp.,Philippines,1/1/19,Taxes,6,67625940.0
689,B2gold Corp.,Uzbekistan,1/1/19,Bonuses,2,1844580.0
690,Bacanora Minerals Ltd.,Mexico,7/1/15,Fees,4,144274.0
691,Bacanora Minerals Ltd.,Mexico,7/1/16,Fees,4,160604.0
692,Bacanora Minerals Ltd.,Mexico,7/1/17,Taxes,3,1186354.0
693,Baccalieu Energy Inc.,Canada,1/1/16,Bonuses,2,80000.0
694,Baccalieu Energy Inc.,Canada,1/1/16,Fees,6,940000.0
695,Baccalieu Energy Inc.,Canada,1/1/16,Royalties,5,6000000.0
696,Baccalieu Energy Inc.,Canada,1/1/16,Taxes,7,1860000.0
697,Baccalieu Energy Inc.,Canada,1/1/17,Bonuses,3,2280000.0
698,Baccalieu Energy Inc.,Canada,1/1/17,Fees,7,1240000.0
699,Baccalieu Energy Inc.,Canada,1/1/17,Royalties,5,9656000.0
700,Baccalieu Energy Inc.,Canada,1/1/17,Taxes,7,1840000.0
701,Baccalieu Energy Inc.,Canada,1/1/19,Bonuses,2,980000.0
702,Baccalieu Energy Inc.,Canada,1/1/19,Fees,7,1260000.0
703,Baccalieu Energy Inc.,Canada,1/1/19,Royalties,4,9660000.0
704,Baccalieu Energy Inc.,Canada,1/1/19,Taxes,7,2220000.0
705,Baccalieu Energy Partnership,Canada,1/1/18,Bonuses,3,740000.0
706,Baccalieu Energy Partnership,Canada,1/1/18,Fees,8,1360000.0
707,Baccalieu Energy Partnership,Canada,1/1/18,Royalties,5,12820000.0
708,Baccalieu Energy Partnership,Canada,1/1/18,Taxes,7,1980000.0
709,Baffinland Iron Mines Corporation,Canada,1/1/16,Fees,2,260000.0
710,Baffinland Iron Mines Corporation,Canada,1/1/17,Fees,3,4700000.0
711,Baffinland Iron Mines Corporation,Canada,1/1/17,Infrastructure Improvement Payments,3,25520000.0
712,Baffinland Iron Mines Corporation,Canada,1/1/17,Royalties,2,20720000.0
713,Baffinland Iron Mines Corporation,Canada,1/1/18,Fees,4,37200000.0
714,Baffinland Iron Mines Corporation,Canada,1/1/18,Infrastructure Improvement Payments,2,10160000.0
715,Baffinland Iron Mines Corporation,Canada,1/1/18,Royalties,2,10620000.0
716,Baffinland Iron Mines Corporation,Canada,1/1/18,Taxes,2,9400000.0
717,Baffinland Iron Mines Corporation,Canada,1/1/19,Fees,6,12660000.0
718,Baffinland Iron Mines Corporation,Canada,1/1/19,Royalties,2,12460000.0
719,Balmoral Resources Ltd.,Canada,1/1/16,Fees,8,220000.0
720,Balmoral Resources Ltd.,Canada,1/1/17,Fees,4,80000.0
721,Balmoral Resources Ltd.,Canada,1/1/18,Fees,7,200000.0
722,Bankers Petroleum Ltd.,Albania,1/1/16,Bonuses,3,520000.0
723,Bankers Petroleum Ltd.,Albania,1/1/16,Production Entitlements,3,12040000.0
724,Bankers Petroleum Ltd.,Albania,1/1/16,Royalties,3,43300000.0
725,Bankers Petroleum Ltd.,Albania,1/1/16,Taxes,5,11461460.0
